service_level,total_cost,scri_viol,VaR95,TVaR95,scenario,method,seed,episode,c_h,c_b,c_o,c_disruption,lambda_scri,scri_threshold,scri_mode
0.1222537207654146,5321.0,4,1423.6,1431.0,S1,qlearning,0,15,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1137091607943626,5866.0,0,1602.8,1608.0,S1,qlearning,0,16,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11477230655312846,5129.0,4,1368.4,1373.0,S1,qlearning,0,17,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12037683182135381,5364.0,0,1387.8,1392.0,S1,qlearning,0,18,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1184164015553199,5295.0,1,1469.2,1503.0,S1,qlearning,0,19,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15,4914.6,2,1452.6,1494.0,S1,qlearning,0,20,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15151515151515152,4765.0,1,1354.8,1370.0,S1,qlearning,0,21,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12486992715920915,5388.0,0,1481.0,1556.0,S1,qlearning,0,22,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13957934990439771,4882.0,4,1451.0,1496.0,S1,qlearning,0,23,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13724035608308605,5055.2,4,1369.8,1437.0,S1,qlearning,0,24,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10260869565217391,5522.0,5,1566.3999999999999,1625.0,S1,qlearning,0,25,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13063357282821686,5721.0,2,1512.3999999999999,1542.0,S1,qlearning,0,26,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1380738695201933,5371.0,1,1413.6,1433.0,S1,qlearning,0,27,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10907811400422238,5371.0,0,1501.6,1548.0,S1,qlearning,0,28,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09696186166774402,5915.0,2,1651.3999999999999,1685.0,S1,qlearning,0,29,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1364306784660767,5096.0,3,1447.8,1506.0,S1,qlearning,0,30,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11268512556342562,5934.0,5,1677.8,1721.0,S1,qlearning,0,31,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12512187195320118,5761.0,1,1770.3999999999999,1884.0,S1,qlearning,0,32,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13518808777429467,4731.0,0,1243.6,1281.0,S1,qlearning,0,33,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09936908517350158,6037.0,0,1687.0,1756.0,S1,qlearning,0,34,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11913357400722022,5202.0,1,1599.3999999999999,1652.0,S1,qlearning,0,35,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11201235998455002,4890.0,0,1307.2,1325.0,S1,qlearning,0,36,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13285457809694792,5182.0,1,1478.0,1504.0,S1,qlearning,0,37,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13686131386861314,5082.0,0,1289.0,1292.0,S1,qlearning,0,38,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12384996461429583,5294.0,1,1388.2,1429.0,S1,qlearning,0,39,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10569688283769259,5444.0,11,1565.6,1612.0,S1,qlearning,0,40,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12232942798070297,5476.0,3,1468.6,1476.0,S1,qlearning,0,41,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1270718232044199,5082.0,0,1402.0,1441.0,S1,qlearning,0,42,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11081893313298272,5026.0,1,1475.4,1481.0,S1,qlearning,0,43,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15011547344110854,4778.0,1,1408.0,1421.0,S1,qlearning,0,44,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12869565217391304,5432.0,5,1580.0,1618.0,S1,qlearning,0,45,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11730769230769231,4907.0,2,1402.0,1408.0,S1,qlearning,0,46,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12108980827447023,5543.0,0,1371.0,1401.0,S1,qlearning,0,47,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09573699421965318,5243.0,0,1420.8,1456.0,S1,qlearning,0,48,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14882102821801313,4761.0,0,1257.4,1261.0,S1,qlearning,0,49,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.125,5807.0,0,1699.6,1775.0,S1,qlearning,0,50,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12580754845290718,5514.0,2,1518.8,1552.0,S1,qlearning,0,51,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11222780569514237,5697.0,5,1730.2,1788.0,S1,qlearning,0,52,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12888418079096045,5316.0,2,1522.3999999999999,1565.0,S1,qlearning,0,53,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14486578610992756,4326.0,0,1107.4,1114.0,S1,qlearning,0,54,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13107170393215112,4860.0,3,1256.4,1257.0,S1,qlearning,0,55,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12252252252252252,5214.7,1,1511.8,1515.0,S1,qlearning,0,56,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12525737817433083,5425.0,0,1433.4,1437.0,S1,qlearning,0,57,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13089005235602094,5362.0,2,1465.2,1486.0,S1,qlearning,0,58,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10460251046025104,5488.0,4,1448.6,1456.0,S1,qlearning,0,59,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12755102040816327,4773.0,2,1359.8,1394.0,S1,qlearning,0,60,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14280483339436104,5029.0,0,1346.8,1358.0,S1,qlearning,0,61,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.07766655160510873,5536.0,0,1441.0,1503.0,S1,qlearning,0,62,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13148009015777612,4971.0,0,1436.2,1494.0,S1,qlearning,0,63,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12725931390630763,5119.0,4,1510.3999999999999,1554.0,S1,qlearning,0,64,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11891490152359717,5019.0,0,1366.6,1408.0,S1,qlearning,0,65,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09977827050997783,5114.0,0,1362.6,1385.0,S1,qlearning,0,66,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10998307952622674,5557.0,0,1577.2,1622.0,S1,qlearning,0,67,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1093951093951094,5833.0,0,1556.0,1558.0,S1,qlearning,0,68,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11953679491968622,5031.0,1,1508.0,1600.0,S1,qlearning,0,69,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12648524338827136,4880.0,0,1428.8,1467.0,S1,qlearning,0,70,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12623020967051776,4356.0,0,1091.8,1109.0,S1,qlearning,0,71,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11272727272727273,5247.0,5,1421.6,1449.0,S1,qlearning,0,72,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12776831345826234,5552.0,4,1503.6,1525.0,S1,qlearning,0,73,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10881198715661791,5343.0,4,1496.6,1558.0,S1,qlearning,0,74,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13469827586206898,5175.0,1,1323.8,1347.0,S1,qlearning,0,75,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09974610083424011,5211.0,0,1489.2,1539.0,S1,qlearning,0,76,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11535812672176309,5505.0,3,1405.0,1416.0,S1,qlearning,0,77,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1748971193415638,4402.8,0,1391.0,1482.0,S1,qlearning,0,78,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12509476876421532,4904.4,0,1410.0,1427.0,S1,qlearning,0,79,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09944173063503141,5439.0,1,1424.0,1451.0,S1,qlearning,0,80,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1316245237270523,5366.0,1,1426.0,1431.0,S1,qlearning,0,81,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1066350710900474,5575.0,0,1428.8,1441.0,S1,qlearning,0,82,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10507004669779853,5653.0,0,1550.0,1551.0,S1,qlearning,0,83,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11541471048513302,4794.0,0,1309.0,1352.0,S1,qlearning,0,84,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1412639405204461,4967.0,0,1424.2,1440.0,S1,qlearning,0,85,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1274840644919385,4976.0,1,1399.0,1426.0,S1,qlearning,0,86,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1354534746760895,4781.0,3,1372.2,1377.0,S1,qlearning,0,87,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.115549686365137,5665.0,0,1648.3999999999999,1704.0,S1,qlearning,0,88,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1215088864708016,5136.0,0,1465.3999999999999,1511.0,S1,qlearning,0,89,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10785007072135785,5318.0,0,1472.6,1484.0,S1,qlearning,0,90,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15222906850308082,5120.0,3,1416.3999999999999,1476.0,S1,qlearning,0,91,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.08887425938117183,5768.0,0,1482.2,1484.0,S1,qlearning,0,92,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1383946223803875,4730.5,2,1381.0,1410.0,S1,qlearning,0,93,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10218219605126429,5446.0,0,1535.2,1539.0,S1,qlearning,0,94,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11286277319957004,5264.0,1,1444.6,1484.0,S1,qlearning,0,95,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.0866377874041986,5719.0,0,1687.2,1714.0,S1,qlearning,0,96,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13945857260049221,4518.0,1,1364.8,1449.0,S1,qlearning,0,97,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1293731778425656,5185.0,6,1576.0,1675.0,S1,qlearning,0,98,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1035653650254669,5552.0,0,1659.3999999999999,1758.0,S1,qlearning,0,99,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11754385964912281,5372.0,2,1398.8,1406.0,S1,qlearning,0,100,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10676156583629894,5317.0,2,1445.2,1455.0,S1,qlearning,0,101,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1265126512651265,5121.0,2,1349.4,1370.0,S1,qlearning,0,102,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11940298507462686,5027.0,1,1326.2,1328.0,S1,qlearning,0,103,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10509031198686371,5857.0,7,1505.2,1528.0,S1,qlearning,0,104,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13359458496615603,5231.0,0,1486.2,1528.0,S1,qlearning,0,105,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13406344410876134,4923.0,0,1322.2,1329.0,S1,qlearning,0,106,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13101867016049787,5698.0,0,1491.8,1513.0,S1,qlearning,0,107,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11494252873563218,5469.0,5,1483.0,1497.0,S1,qlearning,0,108,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11883646683221,5305.0,2,1590.4,1616.0,S1,qlearning,0,109,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11694854264123786,5360.0,9,1544.8,1605.0,S1,qlearning,0,110,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11254612546125461,5137.0,1,1467.6,1481.0,S1,qlearning,0,111,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1410105757931845,4718.0,0,1309.4,1337.0,S1,qlearning,0,112,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10345942450695118,5873.0,1,1719.6,1803.0,S1,qlearning,0,113,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13993316624895571,4440.0,0,1199.2,1205.0,S1,qlearning,0,114,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11023079572855667,5488.0,2,1498.0,1520.0,S1,qlearning,0,115,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10833333333333334,5647.0,0,1780.6,1860.0,S1,qlearning,0,116,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10785305021907651,5591.0,0,1553.2,1599.0,S1,qlearning,0,117,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12108980827447023,5598.0,1,1528.4,1546.0,S1,qlearning,0,118,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09231285666330984,5695.0,3,1699.3999999999999,1775.0,S1,qlearning,0,119,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14765596160945,5005.0,1,1449.0,1511.0,S1,qlearning,0,120,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12020244622522143,4427.4,0,1271.8,1277.0,S1,qlearning,0,121,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11267605633802817,5362.0,2,1569.2,1626.0,S1,qlearning,0,122,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14076782449725778,5102.0,3,1352.2,1353.0,S1,qlearning,0,123,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12266758811333794,5430.0,0,1548.8,1569.0,S1,qlearning,0,124,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12886597938144329,5094.7,2,1376.14,1399.0,S1,qlearning,0,125,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11510289501220788,5363.6,0,1624.0,1644.0,S1,qlearning,0,126,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10852713178294573,4912.0,2,1348.0,1385.0,S1,qlearning,0,127,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.0912106135986733,5732.0,1,1554.6,1576.0,S1,qlearning,0,128,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14812001519179643,4904.9,3,1414.72,1429.9,S1,qlearning,0,129,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14694508894044858,4769.0,0,1366.4,1392.0,S1,qlearning,0,130,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13648596693579393,4814.0,0,1326.6,1335.0,S1,qlearning,0,131,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14152772392400156,4820.0,2,1324.6,1355.0,S1,qlearning,0,132,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10334645669291338,5763.0,0,1397.4,1404.0,S1,qlearning,0,133,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.0957972805933251,6224.0,4,1709.6,1758.0,S1,qlearning,0,134,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13195435092724678,5225.0,0,1347.2,1376.0,S1,qlearning,0,135,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11535688536409516,5205.0,0,1494.8,1544.0,S1,qlearning,0,136,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1583629893238434,5147.0,1,1311.8,1336.0,S1,qlearning,0,137,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13086150490730644,5099.0,0,1373.2,1409.0,S1,qlearning,0,138,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09230769230769231,5577.0,2,1561.6,1563.0,S1,qlearning,0,139,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10042112082928409,5841.0,0,1603.6,1681.0,S1,qlearning,0,140,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1250422440013518,5540.0,0,1529.2,1569.0,S1,qlearning,0,141,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14027316352897748,5000.0,0,1363.6,1410.0,S1,qlearning,0,142,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09771447499171912,5710.0,0,1442.2,1444.0,S1,qlearning,0,143,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12418300653594772,4272.0,0,1203.6,1215.0,S1,qlearning,0,144,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11363636363636363,4870.0,0,1510.1999999999998,1589.0,S1,qlearning,0,145,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10460992907801418,5352.1,2,1290.4,1302.0,S1,qlearning,0,146,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12625324916450056,5073.0,1,1487.3999999999999,1574.0,S1,qlearning,0,147,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10793756227167055,5739.0,2,1446.0,1473.0,S1,qlearning,0,148,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1322373123659757,5208.0,0,1561.3999999999999,1621.0,S1,qlearning,0,149,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12587701196863393,4523.0,0,1329.6,1364.0,S1,qlearning,0,150,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13239339752407153,5393.0,0,1433.6,1445.0,S1,qlearning,0,151,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11442063203777697,5168.0,0,1524.2,1587.0,S1,qlearning,0,152,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11190053285968028,5322.0,2,1466.0,1519.0,S1,qlearning,0,153,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12226750648388292,5090.0,2,1407.4,1421.0,S1,qlearning,0,154,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12508567511994517,5458.0,1,1507.2,1510.0,S1,qlearning,0,155,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09925975773889636,5626.0,0,1590.2,1626.0,S1,qlearning,0,156,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13801537386443047,5317.1,1,1533.0,1596.0,S1,qlearning,0,157,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11223750905141203,5231.0,1,1472.2,1524.0,S1,qlearning,0,158,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09931719428926133,6141.0,2,1599.6,1601.0,S1,qlearning,0,159,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12168933428775948,5230.0,1,1434.6,1458.0,S1,qlearning,0,160,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12771635531833778,4923.0,2,1351.8,1377.0,S1,qlearning,0,161,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13325133251332513,4545.0,1,1187.6,1190.0,S1,qlearning,0,162,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1252236135957066,5217.0,1,1450.4,1451.0,S1,qlearning,0,163,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11310711909514305,5659.0,0,1564.0,1589.0,S1,qlearning,0,164,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11059755694948828,5755.0,4,1501.6,1524.0,S1,qlearning,0,165,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1116584564860427,5722.0,1,1735.6,1804.0,S1,qlearning,0,166,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1144082946013586,5231.0,0,1265.0,1269.0,S1,qlearning,0,167,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10287335934728627,5320.0,0,1445.8,1472.0,S1,qlearning,0,168,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09414225941422594,6384.0,1,1746.2,1759.0,S1,qlearning,0,169,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11575673807878369,5565.0,7,1651.8,1729.0,S1,qlearning,0,170,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1336691204959318,4804.0,0,1391.3999999999999,1427.0,S1,qlearning,0,171,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11507293354943274,5792.0,1,1534.4,1560.0,S1,qlearning,0,172,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10752688172043011,5257.0,1,1442.6,1456.0,S1,qlearning,0,173,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14882032667876588,5062.0,0,1432.6,1466.0,S1,qlearning,0,174,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10193321616871705,5382.0,0,1440.4,1461.0,S1,qlearning,0,175,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1091703056768559,5198.0,2,1408.0,1411.0,S1,qlearning,0,176,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10926750303520842,4649.0,0,1246.0,1256.0,S1,qlearning,0,177,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11114911080711354,5515.0,1,1487.0,1489.0,S1,qlearning,0,178,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10784313725490197,5782.0,0,1593.6,1612.0,S1,qlearning,0,179,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11412504134965266,5688.0,0,1473.8,1527.0,S1,qlearning,0,180,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09424083769633508,5447.0,0,1423.6,1454.0,S1,qlearning,0,181,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12013729977116705,5006.0,7,1292.2,1319.0,S1,qlearning,0,182,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14518695306284804,4676.4,1,1214.68,1241.0,S1,qlearning,0,183,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09906152241918666,5426.0,0,1467.2,1488.0,S1,qlearning,0,184,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.08977900552486189,5514.0,0,1578.0,1590.0,S1,qlearning,0,185,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14955537590945836,4576.3,1,1250.0,1263.0,S1,qlearning,0,186,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09341032608695653,5635.0,4,1521.2,1548.0,S1,qlearning,0,187,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09927200529450694,5811.0,5,1511.8,1521.0,S1,qlearning,0,188,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11695906432748537,4787.0,0,1429.8,1448.0,S1,qlearning,0,189,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12472885032537961,5224.0,1,1450.2,1481.0,S1,qlearning,0,190,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.11766655618163739,5671.0,0,1609.2,1677.0,S1,qlearning,0,191,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.09324878776575904,5099.0,0,1396.3999999999999,1444.0,S1,qlearning,0,192,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12834036568213783,5305.0,1,1472.0,1503.0,S1,qlearning,0,193,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12477064220183487,5082.0,1,1433.0,1441.0,S1,qlearning,0,194,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15121759622937941,4674.0,0,1272.2,1303.0,S1,qlearning,0,195,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12239020878329733,5183.0,0,1475.4,1486.0,S1,qlearning,0,196,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10882016036655212,4995.0,4,1487.2,1549.0,S1,qlearning,0,197,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13186029935851745,5199.0,0,1435.2,1464.0,S1,qlearning,0,198,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.14154552410099464,4870.5,2,1302.0,1307.0,S1,qlearning,0,199,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.15949554896142434,4979.0,2,1439.0,1443.0,S1,qlearning,0,200,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.13695829926410466,4564.0,1,1177.2,1194.0,S1,qlearning,0,201,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10880482089052561,5681.0,4,1571.6,1636.0,S1,qlearning,0,202,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10999254287844892,5076.0,2,1449.6,1506.0,S1,qlearning,0,203,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.1100244498777506,5493.0,8,1404.8,1407.0,S1,qlearning,0,204,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12360724233983286,5401.0,3,1326.2,1329.0,S1,qlearning,0,205,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.12021036814425244,5086.0,7,1234.6,1245.0,S1,qlearning,0,206,0.1,2.0,1.0,5.0,10.0,0.7,indicator
0.10608695652173913,5452.0,2,1613.3999999999999,1704.0,S1,qlearning,0,207,0.1,2.0,1.0,5.0,10.0,0.7,indicator
